NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210052395040;2021;3;M;1;3;1;2;0;2;1;0;3303203;Nilópolis;33;RJ;2;1;1;3302858;Mesquita;33;RJ;0;1;1;0;;879;889;;;429.3;449.3;;;EABCCDDCAADCDEACBBBACBACCEEDECDBBADACCDABDCBC;EADBA99999BDADCADADBDABBCADCEEDACABBDBBBACECDCCBBC;;0;;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;;1;120;120;120;120;100;580;E;H;F;F;2;A;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
210054457210;2021;5;F;1;3;1;1;1;1;;0;;;;;;;;2933307;Vitória da Conquista;29;BA;1;1;1;1;909;881;892;899;406.4;524.6;452.5;522.1;EBBDBBCEDCADCCECBECEDBEBCCBACAABCECACDEADBADE;BDCBCAEBCABBEACBADECDACEAC.BBCAEADBDABBCEAABD;99999CADEACEBAEECBACCCABAECCADEEDEADCDAAACDAAAADCA;BDABCCDDDAEABBBBBECCBBEC*ADCBDCBC*BCDEDDDEDCB;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;140;180;160;180;140;800;B;E;A;A;2;D;A;C;D;A;B;B;B;B;A;B;A;B;C;B;A;C;A;A;B
210054306036;2021;4;F;1;3;1;1;2;1;;0;;;;;;;;3144805;Nova Lima;31;MG;1;1;1;1;911;880;890;902;426.9;487;494.3;442.1;EDECDBCAECBACEBEDCBECCECDDEAABAEBDDDBEADBEBCC;DACDABACBBDEBECCABBCCCCEAEDAEEAEBABECDEACBACC;DABEA99999CAEACCCAEBDCEEECADACEADEBABEECBADBDCEACB;EEEACAEBDCACCCDBAACAEAEECDBADBBDEBBADDEEACCCD;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;120;120;100;120;120;580;E;E;C;B;2;B;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;D;A;B;B
210052758884;2021;3;F;1;1;1;2;0;2;1;0;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;911;880;890;902;429.8;514.1;510.5;394.3;CDAECDEDDEECBEEBDABB*EBADDBBAADEDCABEBBDEEBAE;CCAAAADCBABAEAEDDADCABDBACAABABBADBACCADDBEEC;99999AAACDBAEAEDBADDBBEEEDDEACBAECBBDDBACBDCAACBEA;DADABDAADCECBDCCDABDBAEBCCBEACABBDDAECEEADECE;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;120;120;120;120;140;620;B;F;B;B;6;F;A;C;E;B;A;B;B;B;A;A;A;A;B;A;A;E;A;A;B
210053142368;2021;10;F;1;4;1;1;5;1;;0;;;;;;;;2610905;Pesqueira;26;PE;1;1;1;1;909;881;892;899;445.1;691;622.9;571;ACEABCAECDEDCAEAAADBEECEDEEBCBCCCAADCCDEBBBDA;BEECCAEABADBEAEBAAAEDDEBBCADBCAAADECBBAECABBA;ABBDB99999CDBDDADDBCDECDCDDBDDDBBDEBEBEAACCBACACBC;DBAEBAEDCDDABECBECBDACCDDAAEACABADDCBDEACBBED;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;160;200;120;160;160;800;C;E;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;D;A;A;B
210051922931;2021;1;F;1;1;1;3;0;1;;1;;;;;;;;4309209;Gravataí;43;RS;1;1;1;1;911;880;890;902;509.3;615.9;625.6;677.8;CCEDBCBEBDEDEDCDACCADEADDEAAEBDCECDCBCADBEADD;DBABBBBCBBABECCBABAEAEAEACAEBBACBABBBADBCBADC;99999EAACCBDAACBEACABBDEAADDABEADEEBDDACEADDEADDBD;BCCCDABEBEDDEDDAAADEACEBDCCBCECCDADBEDADEDCDA;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;160;200;120;160;160;800;D;D;C;C;3;G;A;B;C;B;B;B;B;B;B;B;A;B;C;B;A;C;A;A;B
210053228483;2021;11;F;1;3;1;1;10;1;;0;;;;;;;;5300108;Brasília;53;DF;0;1;1;0;;882;891;;;570.5;574.1;;;DBEAACDDCAEBBADEEEAEAADCCBEECCAABAEEBABACAEBD;ACABB99999DEBAECADACDBEABCEECCADBDAEDAECDBCECCBBEE;;0;;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;;1;120;120;120;120;80;560;E;E;D;D;2;C;A;B;B;B;A;B;B;B;B;A;A;A;B;A;A;C;A;B;B
210051916856;2021;7;F;1;3;1;1;0;1;;0;;;;;;;;3550308;São Paulo;35;SP;0;1;1;0;;1001;1005;;;431;440.1;;;CBCBAAACDACCADDACCDCDAABBDCBBDCCBDBCADDCCABCA;DABEB99999ABBDACECADDEADAAEADBDBCBADCECABEDCBAABBA;;0;;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;;1;80;120;80;80;60;420;A;C;B;B;7;C;A;B;D;A;A;B;B;B;B;B;A;A;B;B;A;C;A;A;B
210052928690;2021;5;F;1;5;1;1;3;1;;0;;;;;;;;3205200;Vila Velha;32;ES;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;B;B;3;B;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
210054087112;2021;12;M;1;3;1;1;14;1;;0;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;909;881;892;899;414.6;420.5;368.6;399.4;ADBDECBCCCADBEACDADEBCAEACBADEDACDEBDCEBCADCA;DACBADDCEEEBAADAADEAEBDBADEDDAABAEAEBCBEAAADB;99999DBCCEEABECEDCADACACACAADBEBEEECCACCCEAEEDBCCC;BDEACDCBEDCAEBAACDBBEDCAADCBEDCEBDCAEDBCDBDEE;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;80;120;80;100;100;480;D;B;D;A;1;E;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
210053930607;2021;10;F;1;1;1;1;8;1;;0;;;;;;;;3538709;Piracicaba;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;D;F;B;4;C;A;C;D;A;A;B;B;B;A;B;A;B;B;A;A;E;A;B;B
210053072889;2021;6;F;1;3;1;1;0;1;;0;;;;;;;;2910800;Feira de Santana;29;BA;1;1;1;1;910;879;889;900;425.7;542.6;416.2;453.1;CAEACCBEBAACBDDEACADCDBBECADCCBAECEBDCEDCDAAA;BCACCCAEBBCDEBDADBEDCCACCACDBCEEBEDCBDCAAAEBB;99999EDCCEBDEEBAEBDCDCBDEEDBEADBDEBACDBDEDECEBCDAA;CDDCABDEDBBABCACCCBEBADCACCDCEECCBECBEEAAADCE;1;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;80;100;80;80;0;340;D;C;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210052426818;2021;13;M;3;3;1;1;15;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;2;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;B;B;B
210054417703;2021;5;F;1;3;1;1;2;1;;0;;;;;;;;2108306;Penalva;21;MA;1;1;1;1;912;882;891;901;525.1;476.2;463.3;487;BACCBBDBECEACABDADCECBADADADCEDCADAECDCCDECBE;CABCDCBDDAEBADCECBADABADBCDDCDADEBDEBADBCEBCB;EBCDA99999DEEAECBDEABDCABBBADADDDDCDDEBDEBBBEABDAB;DDBEBEEABBDCBCAACBEADEDDAAADEBBACCCBDBAAEACAC;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;140;180;160;140;180;800;B;B;A;A;5;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;E;A;A;A
210051471404;2021;3;F;1;1;1;1;1;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;912;882;891;901;433.3;617.1;546.3;491.4;AAAADAECDECBCEBDEAEA.EDDCBCEBEEACACBCCCABEACA;ECEAEACCBAEBBABDEBBBCEECABECCDABBCEEBEBBDAEBB;ADDBC99999ECEBADDAACCBEADCCADAADDAAEDAEADDAECECBCE;AACDEEBBDABBAAAABBBADCDDCABACCACEBAEEAAE.CAAC;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;120;40;40;140;40;380;C;G;C;D;5;G;A;C;D;A;A;B;B;B;B;A;A;A;B;A;B;E;A;B;B
210052712748;2021;4;F;1;2;1;2;0;2;1;0;;;;;;;;2929909;Seabra;29;BA;1;1;1;1;912;882;891;901;583.4;597.9;590.8;492.9;BABEECDBEBCACABEEBBDCAACCAABEECCBABCCBDEDECEC;EAEDDEEDAAABBABBEDABAAEDBBAECDCDBDECCABBCAEAD;99999DCAEADAEAEAADACCBEABCEECBAADDEDDAACDCDCCDABEA;CBCDADDCDEBADDBECBEBCDABCDDDDCEDACBDEBBDCCDBB;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;120;120;120;100;80;540;B;F;A;B;4;B;A;B;D;B;A;B;A;A;A;A;A;A;B;B;A;D;A;B;B
210052386487;2021;2;F;1;1;1;3;0;1;;1;;;;;;;;2608909;Limoeiro;26;PE;1;1;1;1;909;881;892;899;518.6;507.9;494.2;470.2;EAABBDAEADBCECBADBCABEECDCAAECDCABEACBADBAECD;BBCDCCEBEBCBBAEADACDCABBBCBDEDABDDEEBBDBEEACE;99999CADCABDBDDCACABDCAAEAEEBDECEEDDABEBAEEDBEAEDA;CBDCBBBCCCDACBBCDBBEDBDEDCEDBCDABABCCAEABCEAD;1;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;160;180;160;160;200;860;A;B;B;A;2;A;A;B;D;A;A;B;B;A;A;B;A;A;B;B;A;C;A;A;A
210053252601;2021;3;F;1;3;1;3;0;1;;1;;;;;;;;4304606;Canoas;43;RS;1;1;1;1;912;882;891;901;560.5;595;618.9;549.1;CCBCDDEBECCDBBEAEDCBCACCDABAEECCCABACDCBCCEAD;DBAAAAEDCACABABEECBDADBCBBABCCBADAEBBAAACDEAC;ACAEA99999DCBBEABAABDCEAEDDADEBDDBEBDACCDDDACEBBCA;ACCDEBBCDBACEAACDEBEBAAECBDBEBCAADBACACECDACA;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;120;120;120;100;80;540;E;E;B;B;4;E;A;B;C;A;A;B;B;B;A;A;A;A;C;A;A;C;A;A;B
210053605467;2021;13;F;1;1;1;1;15;1;;0;;;;;;;;2910727;Eunápolis;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;C;B;C;3;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
210051872326;2021;3;M;1;3;1;2;0;2;1;0;2925204;Pojuca;29;BA;4;1;1;2925204;Pojuca;29;BA;1;1;1;1;911;880;890;902;561.8;586.2;555.4;524.5;CDAEDEEDDAABEEECBDCACEEABBBABCACEAAAACCBBACCA;CBBBAEBABDBBDECEBABACEBEACBCBBBEEEBBDBAECEDDC;BACAA99999DDCACBBADCBBEDCBCBEBAADCBBDAACBDBDCACDBD;AACECABBACDCCDDBEDCCDCEBCBCECBEABCBDEBECBEDBC;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;120;200;140;160;120;740;C;E;C;B;4;C;A;B;C;B;A;B;B;A;A;B;A;A;B;A;A;E;A;A;B
210054417562;2021;3;F;1;3;1;2;0;2;1;0;;;;;;;;2105302;Imperatriz;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;D;B;B;4;C;A;C;C;A;B;B;A;A;A;B;A;A;B;A;A;D;A;B;B
210052140960;2021;3;M;1;3;2;2;0;2;1;0;;;;;;;;5218805;Rio Verde;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;F;B;4;F;A;C;C;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
210054150471;2021;4;F;1;3;1;1;2;1;;0;;;;;;;;1718865;Santa Fé do Araguaia;17;TO;1;1;1;1;912;882;891;901;360.9;441.1;436.5;489.1;ECECADAEACDEBDCACBAADBEDECAEAEBCDACDECABDCBCA;DABBCACDEABCDBCDCCABADEAABCEDBCCEDBCAADECBADE;99999EEACADEDACCBDEABEDDCBDEABBDCAEADBEAEDECBDBDAE;DDBDECACBBADCEBECCBDACCEEBAEABBEDECADBADCBAEA;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;80;120;80;100;100;480;E;F;C;C;5;C;A;C;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
210052798760;2021;8;F;1;3;1;1;0;1;;0;;;;;;;;2409407;Pau dos Ferros;24;RN;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;C;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
210051869925;2021;11;M;2;2;1;1;0;1;;0;;;;;;;;2930105;Senhor do Bonfim;29;BA;1;1;1;1;912;882;891;901;403.2;395.3;394.5;412.1;ACEEBAEECDEEBDACDBAABEECBAACECEEDDADBCECDECAD;DACBCBDAEAEADBACEBBABBCEBADECADACECABDEAECBEA;99999ACAADEAEBBAEBCBBEDAEABCDEBADDEACBEDAACCEDACED;ABADDEDCABECBDABDADCCBBDEEDDAADCDDABEAACDBEEC;1;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;80;120;100;80;80;460;C;B;A;A;4;B;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;C;A;B;B
210053978279;2021;6;F;1;3;1;1;0;1;;0;;;;;;;;2107506;Paço do Lumiar;21;MA;1;1;1;1;911;880;890;902;422.6;479;470.2;573.8;ECBEADCBBDACEBABCABDACECDBCAAABACBEADBBDAEBEA;CABBABAECBEAAACDAEBEACDCADADBBEBAAAACCABBDABC;ABEEA99999DEEAACABDDBCEAEDCDABEADEBBBACAEABCAAAEAB;BCACCEBBEBDACDABCDDCCEEDDABBCBDDBCDCCEBDBECBB;0;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;120;120;120;120;100;580;E;B;C;F;4;C;A;B;C;A;A;B;B;B;B;A;A;A;B;B;A;E;A;A;B
210051972077;2021;3;F;1;3;1;2;0;2;1;0;;;;;;;;2905008;Caculé;29;BA;1;1;1;1;910;879;889;900;411.7;483.7;481.4;458.3;CBEACCBCDCDECCDCEBDACDCEDAACDCBECCAEDBEBCCBDC;BABEDADBCEEBADCBBAEBACECAEBAEBABACBBAABCDECDB;CAAAC99999CEBDEBEEBDDDBBDEDCCDDEDACDEBDDBABABBACAC;EBEABEDCEABBEADBDCBEAA*EECDCEECBCDADEACBBDAAD;0;ADCDCDBBBECDCCDCBCBDABCAADCBEBABEEBBBCABEDEDE;BADCBADBCEDDEBBADBCABEECCAEABEBAAECBBABAAEEBB;CAABBCAEAABDCDEADCEDBEDDDABBBBDEBCEADABDBACACDCDDC;DDCABDCCAEDCEBBDBDAEEBADCAECDBCCCCDDCEEBABXEE;1;100;120;120;120;100;560;C;D;A;A;5;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
210052224183;2021;2;F;1;2;1;2;0;2;1;0;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;909;881;892;899;414.8;447.9;390;419.5;ACBEDBDEACDDEACDCBEDAEECCBEDEEACDBDDDCADDDADE;EBEBECCDDACAAADEBBCEEBEADDABDDADBDBCCBBCDBDDD;DAAAB99999DEAADEBBACDBDBBBCCDBADDCCEEEBEACCEBDAACD;DADEBCCCCCDDDEDBDBDADDAADEBDCEEBECECBBBCCDDDA;0;EDECABEDABCBEBACCDCBBEEBBCBDAAECDCBDCDBBBADCD;BEECCAEABADBCAEBAAEEDDEBBBADBCBAAEEBBBADCCBBA;ABBACAAECACDBDDADEBDDCBDCEDBEDDBBBBDCEEAADABACACDC;EEXEBABDDCECCBCCECDCAEBADEABBDBDEDCEDCCADDCAB;1;120;160;120;120;80;600;E;F;F;D;2;D;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;C;A;B;B
210053648014;2021;13;M;2;3;1;1;15;1;;0;;;;;;;;2507507;João Pessoa;25;PB;1;1;1;1;911;880;890;902;517.6;586.5;484.7;523.2;CDCDADDBEBEEDEEEBCCBEBABDDDECCADDEEBBABDBECCE;DBABAAEEADBBEEBECEAAAEBEECEEBBEEBEBACCABCBEDE;99999CEAEDCEEDABDAECBCEEEDEDEAEADEBABEECCDDDDCCEBB;BACAAABBACDEDDEBECDBDAEDBDCBCCAEBDDAEDEAABCEA;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;120;120;120;120;60;540;A;B;B;B;2;C;A;B;C;B;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
210052869851;2021;6;F;1;3;1;1;0;1;;0;;;;;;;;2508901;Mamanguape;25;PB;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;E;C;B;8;B;A;B;C;B;A;B;A;B;A;A;A;A;A;A;A;C;A;A;B
210053687299;2021;6;F;1;3;1;1;2;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;911;880;890;902;446.7;580.6;438.5;511;CCEBAABBDEBCBECBECBBDBACDBAEDDECEDDDECBDEECDE;AACBAAECBBAECEBEBAACCADDDCACABBCDDBBEBBCCBBEC;99999AAAAABAAADBBAEEBBEBDDCBAABEBABB.BCABCBACCDCCB;EACBACBCDBEDBBCCEBECDAEDCCCBCDBECAECCBECAEBDE;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;140;200;180;180;180;880;B;B;B;B;5;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210053547506;2021;5;F;1;3;1;1;2;1;;0;;;;;;;;3518800;Guarulhos;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;E;B;A;6;B;A;B;D;A;A;B;A;A;A;A;A;A;C;A;A;E;A;A;B
210051602707;2021;6;F;1;3;1;1;4;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;912;882;891;901;433.9;520.6;532.7;600.9;AADABEABACEDBDDBCADCBECDADACEAEDCDACCBDCDEEDD;EACECEABDBBAACDBABDDACBDBBDACDADDCAEDEBECABBB;DCAAD99999DEEADCBDAECBEABCAACDBDBDEDBEAADEBBCDBAEC;DBEDCEBBCDECAEACCBCBEAADCDACBDBEECBBCBBDDCAEE;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;140;200;140;200;200;880;B;E;C;B;2;C;A;B;B;A;A;B;B;B;A;A;A;B;B;A;A;C;A;A;B
210052455694;2021;8;M;1;1;1;1;0;1;;0;;;;;;;;3168705;Timóteo;31;MG;1;1;1;1;911;880;890;902;658.4;721.2;629.9;744.8;CDCDBAAAEDEDEECCBAACCCADBCDCBCCBECDABDABBEEED;DBBBAEEABBDBEECEDAAEADBDACAEABEDDEBBBADACBADC;99999EAACABDCDBBAEECBBCADACDACEADAABDEACEEDDCBCDBD;DACCCBBBADBDCEBDBABCECEBAEEDAEDCCDABEDBCBACDA;1;CDBBBCABEDEDEAAEBACCCBDABCDCBCBDECDADCDBBEEBB;BBBAAEECBBABEECEBAAEADBCACAEABEDDEBBBADBCBADC;ABBCAEAACADDCACDCADABBBBDEBBACEADCEBDDACEEDDDBCDBD;ECCCABBDBDDDCEDDCABXEEEBABEDCEDCCAEBADBCCECDA;1;160;200;200;200;200;960;E;C;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210053870399;2021;2;F;1;3;1;2;0;2;1;0;;;;;;;;3105608;Barbacena;31;MG;1;1;1;1;912;882;891;901;414.4;563.1;535;536.6;BDDCABDCBDDBCEBAAAECCABCBBBADDCEDCDDCBCDCCCAB;EDEAAAEAAAEAEABDEBBBACEDABCBCACBEADCAEBAEAECB;AADBB99999BAEACDAEACEBEABEACBBEABEABDEBCDDAECCCBEE;BCDEECBEBDCDCDECDEEBBDADCBBAACBDECDBACCDADDBA;0;DABCEDEBEEBBCABEDDCBCBECDADCDAACBDCCCDBBBEBAB;EBAAEADBCACBBABEECBAAEEBBBADCBADBCEDDEBBCAEAB;ACABBACAEADCEADABDACDCEABDDADBEDDDEBBACCDDDCCEBBBB;DCCAEBABDDCABEECCBCCEXADDCEECDEBADCABBDBDEDCE;1;160;200;120;160;180;820;B;B;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;B;B
